drug	disease	label
DB00381	C0020445	1
DB12836	C0009402	1
DB05608	C0009402	1
DB06240	C0206686	1
DB00316	C0004936	1
DB09214	C0004936	1
DB00909	C0005586	1
DB00776	C0005586	1
DB00370	C0005586	1
DB00555	C0005586	1
DB00975	C0005586	1
DB00659	C0005586	1
DB00472	C0005586	1
DB09068	C0005586	1
DB00540	C0005586	1
DB00909	C0014544	1
DB00776	C0014544	1
DB00683	C0014544	1
DB06119	C0014544	1
DB09119	C0014544	1
DB00829	C0014544	1
DB00754	C0014544	1
DB04953	C0014544	1
DB05087	C0014544	1
DB00349	C0014544	1
DB00795	C0003873	1
DB00482	C0003873	1
DB12113	C0003873	1
DB12233	C0003873	1
DB12010	C0003873	1
DB15170	C0003873	1
DB00461	C0003873	1
DB12522	C0003873	1
DB00554	C0003873	1
DB00316	C0003873	1
DB12594	C0003873	1
DB00909	C0030567	1
DB00270	C0030567	1
DB11917	C0030567	1
DB06262	C0030567	1
DB11986	C0007131	1
DB15327	C0007131	1
DB03310	C0007131	1
DB00712	C0007131	1
DB12836	C0007131	1
DB11759	C0007131	1
DB06240	C0007131	1
DB11830	C0007131	1
DB06195	C0007131	1
DB06645	C0007131	1
DB11859	C0011581	1
DB00321	C0011581	1
DB00715	C0011581	1
DB01104	C0011581	1
DB00393	C0011581	1
DB00829	C0011581	1
DB00370	C0011581	1
DB06700	C0011581	1
DB01236	C0011581	1
DB00396	C0011581	1
DB01175	C0011581	1
DB00472	C0011581	1
DB09068	C0011581	1
DB00476	C0011581	1
DB00292	C0011581	1
DB00540	C0011581	1
DB12121	C0079744	1
DB15035	C0079744	1
DB11703	C0079744	1
DB01069	C0027497	1
DB11699	C0027497	1
DB09291	C0027497	1
DB00377	C0027497	1
DB00904	C0027497	1
DB00673	C0027497	1
DB00985	C0027497	1
DB00377	C0042963	1
DB00904	C0042963	1
DB14019	C0042963	1
DB00985	C0042963	1
DB15035	C0006826	1
DB09290	C0006826	1
DB11694	C0006826	1
DB06185	C0006826	1
DB00351	C0006826	1
DB09048	C0006826	1
DB06717	C0006826	1
DB01233	C0006826	1
DB00673	C0006826	1
DB12745	C0006826	1
DB14723	C0006826	1
DB12686	C0027651	1
DB11986	C0027651	1
DB15035	C0027651	1
DB06595	C0027651	1
DB05015	C0027651	1
DB00603	C0027651	1
DB06603	C0027651	1
DB11703	C0027651	1
DB00351	C0027651	1
DB11841	C0027651	1
DB12887	C0027651	1
DB11782	C0027651	1
DB06717	C0027651	1
DB09053	C0027651	1
DB00262	C0027651	1
DB06176	C0027651	1
DB12005	C0027651	1
DB14723	C0027651	1
DB11991	C0027651	1
DB05294	C0027651	1
DB09039	C0376544	1
DB12836	C0678222	1
DB05220	C0678222	1
DB00753	C1458155	1
DB12005	C1458155	1
DB12135	C0009324	1
DB00795	C0009324	1
DB14218	C0009324	1
DB00950	C0018099	1
DB00316	C0018099	1
DB12353	C0018099	1
DB00908	C0002395	1
DB05289	C0002395	1
DB12635	C0002395	1
DB12463	C0002395	1
DB01175	C0002395	1
DB11893	C0002395	1
DB12836	C0029408	1
DB00482	C0029408	1
DB12113	C0029408	1
DB00668	C0029408	1
DB00296	C0029408	1
DB00461	C0029408	1
DB12563	C0029408	1
DB00554	C0029408	1
DB00476	C0029408	1
DB00586	C0029408	1
DB12353	C0029408	1
DB00683	C0036690	1
DB00368	C0036690	1
DB00401	C0020538	1
DB00482	C0020538	1
DB01023	C0020538	1
DB01104	C0020538	1
DB00270	C0020538	1
DB01236	C0020538	1
DB00622	C0020538	1
DB01018	C0020538	1
DB00484	C0020538	1
DB00554	C0020538	1
DB00381	C0020538	1
DB00818	C0020538	1
DB01115	C0020538	1
DB00404	C0030319	1
DB00715	C0030319	1
DB01068	C0030319	1
DB00557	C0030319	1
DB09068	C0030319	1
DB00367	C0028754	1
DB01189	C0028754	1
DB01191	C0028754	1
DB01261	C0028754	1
DB01083	C0028754	1
DB04455	C0028754	1
DB00929	C0028754	1
DB06586	C0028754	1
DB15327	C0376358	1
DB15189	C0376358	1
DB13679	C0376358	1
DB01233	C0376358	1
DB00484	C0376358	1
DB11778	C0376358	1
DB12614	C0032285	1
DB05087	C0037769	1
DB00753	C0151744	1
DB04839	C0032460	1
DB01395	C0032460	1
DB01261	C0032460	1
DB00396	C0032460	1
DB01175	C0032460	1
DB00294	C0032460	1
DB08882	C0032460	1
DB00683	C1956346	1
DB00715	C1956346	1
DB01189	C1956346	1
DB12000	C1956346	1
DB00753	C1956346	1
DB01236	C1956346	1
DB12971	C1956346	1
DB00975	C1956346	1
DB00292	C1956346	1
DB11909	C1956346	1
DB05737	C1956346	1
DB01083	C2711227	1
DB00331	C0026640	1
DB01599	C0022658	1
DB12778	C0022658	1
DB15170	C0022658	1
DB05737	C0022658	1
DB06197	C0033860	1
DB12522	C0033860	1
DB06083	C0033860	1
DB15027	C0033860	1
DB05015	C0079772	1
DB06176	C0079772	1
DB11992	C0011860	1
DB04876	C0011860	1
DB04878	C0011860	1
DB01261	C0011860	1
DB11675	C0011860	1
DB01083	C0011860	1
DB08868	C0011860	1
DB06335	C0011860	1
DB08882	C0011860	1
DB06203	C0011860	1
DB15323	C0011860	1
DB11950	C0011860	1
DB00806	C0011860	1
DB14870	C0011860	1
DB09022	C0011860	1
DB00296	C0848558	1
DB11644	C0878544	1
DB00390	C0018801	1
DB00673	C0018801	1
DB00368	C0018801	1
DB00945	C0018801	1
DB00390	C0018802	1
DB05220	C0007112	1
DB00907	C0037199	1
DB03310	C0023418	1
DB11869	C0023418	1
DB06185	C0023418	1
DB00377	C0023418	1
DB00673	C0023418	1
DB06191	C0023418	1
DB11778	C0023418	1
DB06185	C0024299	1
DB11830	C0024299	1
DB00673	C0024299	1
DB00367	C0019693	1
DB06580	C0019693	1
DB00419	C0019693	1
DB00294	C0019693	1
DB00945	C0005695	1
DB12121	C0023434	1
DB15035	C0023434	1
DB04944	C0023434	1
DB11703	C0023434	1
DB06185	C0023434	1
DB08142	C0023434	1
DB11830	C0023434	1
DB09053	C0023434	1
DB12021	C0023434	1
DB15499	C0023434	1
DB11869	C0026764	1
DB06603	C0026764	1
DB00262	C0026764	1
DB14829	C0026764	1
DB12005	C0026764	1
DB11991	C0026764	1
DB11778	C0026764	1
DB00262	C0025149	1
